Year,Country Name,Indicator Name,Value
2012,Greece,Exports,28.742579058835
2013,Greece,Exports,30.2072067244863
2014,Greece,Exports,32.4855969863948
2015,Greece,Exports,32.1271587694986
2016,Greece,Exports,31.2874545226418
2017,Greece,Exports,35.0340921129943
2018,Greece,Exports,38.9929040453993
2019,Greece,Exports,40.109930458883
2020,Greece,Exports,31.9884493287975
2021,Greece,Exports,40.8740027431242
2022,Greece,Exports,48.7371823274155
2010,Hungary,Exports,81.107304239429
2011,Hungary,Exports,86.0776968359815
2012,Hungary,Exports,85.8794009552351
2013,Hungary,Exports,85.4108225108653
2014,Hungary,Exports,87.1234667634739
2015,Hungary,Exports,87.5264509328171
2016,Hungary,Exports,86.4047382876954
2017,Hungary,Exports,85.919564059938
2018,Hungary,Exports,83.7553158559384
2019,Hungary,Exports,81.5297406120423
2020,Hungary,Exports,78.7060333455852
2021,Hungary,Exports,80.253238025139
2022,Hungary,Exports,90.3778374035367
2010,Iceland,Exports,51.7462338284556
2011,Iceland,Exports,54.545536257559
2012,Iceland,Exports,54.9260547124821
2013,Iceland,Exports,53.2477515412858
2014,Iceland,Exports,51.5190979391844
2015,Iceland,Exports,51.6517214586412
2016,Iceland,Exports,47.4840362975099
2017,Iceland,Exports,45.7322400083273
2018,Iceland,Exports,46.0467623930641
2019,Iceland,Exports,43.6728526725985
2020,Iceland,Exports,33.2301547557313
2021,Iceland,Exports,37.3710398876031
2022,Iceland,Exports,46.3143323364631
2010,Ireland,Exports,103.242933058191
2011,Ireland,Exports,103.256202412474
2012,Ireland,Exports,104.416732873127
2013,Ireland,Exports,104.008518098878
2014,Ireland,Exports,110.121635633255
2015,Ireland,Exports,122.096239899859
2016,Ireland,Exports,121.695568397728
2017,Ireland,Exports,121.016883314109
2018,Ireland,Exports,122.784715176832
2019,Ireland,Exports,127.879646009713
2020,Ireland,Exports,133.337202057818
2021,Ireland,Exports,134.414792675835
2022,Ireland,Exports,136.951093698858
2010,Italy,Exports,25.0740498513169
2011,Italy,Exports,26.8724634660876
2012,Italy,Exports,28.3792428359574
2013,Italy,Exports,28.6332430796987
2014,Italy,Exports,29.1088281864091
2015,Italy,Exports,29.7159823723612
2016,Italy,Exports,29.3278907466434
2017,Italy,Exports,30.733733319636
2018,Italy,Exports,31.3535542007886
2019,Italy,Exports,31.6024197276206
2020,Italy,Exports,29.4361735220632
2021,Italy,Exports,32.6934017215877
2022,Italy,Exports,37.1496143631398
2010,Luxembourg,Exports,162.709857140044
2011,Luxembourg,Exports,169.489123436331
2012,Luxembourg,Exports,171.211788066768
2013,Luxembourg,Exports,176.383330927429
2014,Luxembourg,Exports,182.782592419634
2015,Luxembourg,Exports,191.835449041844
2016,Luxembourg,Exports,191.098633740622
2017,Luxembourg,Exports,192.747503540731
2018,Luxembourg,Exports,197.501337465788
2019,Luxembourg,Exports,204.320817651215
2020,Luxembourg,Exports,199.619000865177
2021,Luxembourg,Exports,211.433432185682
2022,Luxembourg,Exports,209.366433041006
2010,Netherlands,Exports,69.8036724776943
2011,Netherlands,Exports,75.5030683053513
2012,Netherlands,Exports,79.5033738356974
2013,Netherlands,Exports,79.880477786038
2014,Netherlands,Exports,80.5779081541485
2015,Netherlands,Exports,82.658896708444
2016,Netherlands,Exports,79.5351647591471
2017,Netherlands,Exports,83.391768024212
2018,Netherlands,Exports,84.6834636757465
2019,Netherlands,Exports,82.5377127008628
2020,Netherlands,Exports,78.2654765043376
2021,Netherlands,Exports,83.0659169813085
2022,Netherlands,Exports,92.6376932933554
2010,Norway,Exports,40.150329072743
2011,Norway,Exports,41.6612661743411
2012,Norway,Exports,41.2870648544023
2013,Norway,Exports,39.8613095344032
2014,Norway,Exports,39.7276720425482
2015,Norway,Exports,38.5751887349717
2016,Norway,Exports,35.9381714261875
2017,Norway,Exports,36.7322649944946
2018,Norway,Exports,38.2210272883516
2019,Norway,Exports,36.640925320627
2020,Norway,Exports,32.2103377797679
2021,Norway,Exports,41.7373837145801
2022,Norway,Exports,55.6735263925182
2010,Poland,Exports,40.091385195431
2011,Poland,Exports,42.5738635888214
2012,Poland,Exports,44.2782744139008
2013,Poland,Exports,45.9809241739596
2014,Poland,Exports,46.4887871702835
2015,Poland,Exports,47.450306399158
2016,Poland,Exports,50.268318939351
2017,Poland,Exports,52.0556850585588
2018,Poland,Exports,52.7480289263233
2019,Poland,Exports,53.1953356183897
2020,Poland,Exports,52.9909243041795
2021,Poland,Exports,57.6993442789919
2022,Poland,Exports,62.2035360139037
2010,Portugal,Exports,30.0693089249393
2011,Portugal,Exports,34.4548615994609
2012,Portugal,Exports,37.7780148210557
2013,Portugal,Exports,39.6065049729616
2014,Portugal,Exports,40.2159680026703
2015,Portugal,Exports,40.6151154462762
2016,Portugal,Exports,40.2108236358286
2017,Portugal,Exports,42.7242663980773
2018,Portugal,Exports,43.4457190264876
2019,Portugal,Exports,43.5084218458323
2020,Portugal,Exports,37.0467742388261
2021,Portugal,Exports,41.6337384351212
2022,Portugal,Exports,50.0480509538603
2010,Slovakia,Exports,76.5614725188402
2011,Slovakia,Exports,84.3382816718493
2012,Slovakia,Exports,90.8314078443453
2013,Slovakia,Exports,93.4420058595467
2014,Slovakia,Exports,91.4000799743051
2015,Slovakia,Exports,91.6004742927044
2016,Slovakia,Exports,93.4660454954659
2017,Slovakia,Exports,95.0743273195023
2018,Slovakia,Exports,95.8358511444373
2019,Slovakia,Exports,91.9101004487215
2020,Slovakia,Exports,85.0580516117778
2021,Slovakia,Exports,92.3538676444879
2022,Slovakia,Exports,99.0644249463614
2010,Spain,Exports,25.9516793464024
2011,Spain,Exports,29.5349622049272
2012,Spain,Exports,31.4551199491031
2013,Spain,Exports,32.9519524786
2014,Spain,Exports,33.4679762310577
2015,Spain,Exports,33.6108606686628
2016,Spain,Exports,33.8624576012634
2017,Spain,Exports,35.1305643393675
2018,Spain,Exports,35.1450626692993
2019,Spain,Exports,34.9069018147542
2020,Spain,Exports,30.7999452588532
2021,Spain,Exports,34.9334875650665
2022,Spain,Exports,41.5513281511377
2010,Sweden,Exports,44.6788529489048
2011,Sweden,Exports,45.2711911918356
2012,Sweden,Exports,45.027525416194
2013,Sweden,Exports,42.5268091342415
2014,Sweden,Exports,43.2661612480684
2015,Sweden,Exports,43.7667675162599
2016,Sweden,Exports,42.691478270481
2017,Sweden,Exports,43.734721932138
2018,Sweden,Exports,45.6830615126713
2019,Sweden,Exports,47.8092109523511
2020,Sweden,Exports,43.847302531012
2021,Sweden,Exports,46.2771601819101
2022,Sweden,Exports,52.5863535243361
2010,Switzerland,Exports,64.8376281292117
2011,Switzerland,Exports,66.4499236280372
2012,Switzerland,Exports,67.7773730889207
2013,Switzerland,Exports,72.0682135926942
2014,Switzerland,Exports,65.3372700614294
2015,Switzerland,Exports,63.8289558013721
2016,Switzerland,Exports,66.8177259846827
2017,Switzerland,Exports,66.3484902339035
2018,Switzerland,Exports,67.4781860794245
2019,Switzerland,Exports,66.9653936767036
2020,Switzerland,Exports,64.3070319144159
2021,Switzerland,Exports,71.3712944663961
2022,Switzerland,Exports,74.9747084399726
2010,United Kingdom,Exports,28.5596270360417
2011,United Kingdom,Exports,31.0926318838176
2012,United Kingdom,Exports,30.3745357483273
2013,United Kingdom,Exports,30.0492174139425
2014,United Kingdom,Exports,28.3899685800131
2015,United Kingdom,Exports,27.6303254870645
2016,United Kingdom,Exports,28.6504713020159
2017,United Kingdom,Exports,30.6724482591913
2018,United Kingdom,Exports,31.2349066704984
2019,United Kingdom,Exports,31.2576060558948
2020,United Kingdom,Exports,29.2371897151774
2021,United Kingdom,Exports,28.8199604800537
2022,United Kingdom,Exports,32.7226463308604
2010,Estonia,Exports,75.0493209374989
2011,Estonia,Exports,86.603794172203
2012,Estonia,Exports,86.2077917875207
2013,Estonia,Exports,84.5681678862565
2014,Estonia,Exports,81.8654313853006
2015,Estonia,Exports,77.4354995676316
2016,Estonia,Exports,77.0075370645504
2017,Estonia,Exports,75.8098519878714
2018,Estonia,Exports,74.3238982231788
2019,Estonia,Exports,73.8846872124758
2020,Estonia,Exports,69.2738635460627
2021,Estonia,Exports,78.2966513953675
2022,Estonia,Exports,85.5018224248478
2010,Russia,Exports,27.0786577123279
2011,Russia,Exports,28.0553481311462
2012,Russia,Exports,26.9072600692462
2013,Russia,Exports,25.845295606813
2014,Russia,Exports,27.1111270763483
2015,Russia,Exports,28.7033982922271
2016,Russia,Exports,25.8544237455533
2017,Russia,Exports,26.0908497848607
2018,Russia,Exports,30.7932451114288
2019,Russia,Exports,28.5364175819116
2020,Russia,Exports,25.5231426016275
2021,Russia,Exports,0.0
2010,Slovenia,Exports,64.274822462539
2011,Slovenia,Exports,70.2471446678583
2012,Slovenia,Exports,72.8915890765118
2013,Slovenia,Exports,74.2164745894209
2014,Slovenia,Exports,76.1517426857157
2015,Slovenia,Exports,77.1486775525979
2016,Slovenia,Exports,77.5981672180721
2017,Slovenia,Exports,83.1255063838058
2018,Slovenia,Exports,84.7926770850013
2019,Slovenia,Exports,83.6994389310503
2020,Slovenia,Exports,77.740599050395
2021,Slovenia,Exports,83.629921468442
2022,Slovenia,Exports,90.38029359358
2010,Latvia,Exports,53.2583793215163
2011,Latvia,Exports,59.7798909523655
2012,Latvia,Exports,61.4437531058355
2013,Latvia,Exports,60.3951732405058
2014,Latvia,Exports,61.1547282077451
2015,Latvia,Exports,60.2753827650078
2016,Latvia,Exports,59.6070823895513
2017,Latvia,Exports,61.589439363058
2018,Latvia,Exports,61.4589417496788
2019,Latvia,Exports,59.8140791420221
2020,Latvia,Exports,59.8993432537649
2021,Latvia,Exports,63.6751699192133
2022,Latvia,Exports,70.3412087997428
2010,Lithuania,Exports,63.9423571431486
2011,Lithuania,Exports,72.8810090458509
2012,Lithuania,Exports,78.226630309251
2013,Lithuania,Exports,78.668573052352
2014,Lithuania,Exports,72.2704260409198
2015,Lithuania,Exports,68.7776402329522
2016,Lithuania,Exports,67.5873824219434
2017,Lithuania,Exports,73.5951633056889
2018,Lithuania,Exports,75.2054049728386
2019,Lithuania,Exports,77.3117029038903
2020,Lithuania,Exports,73.1624443930539
2021,Lithuania,Exports,80.528869995265
2022,Lithuania,Exports,87.5611297285293
2010,Croatia,Exports,0.0
2011,Croatia,Exports,0.0
2012,Croatia,Exports,0.0
2013,Croatia,Exports,0.0
2014,Croatia,Exports,0.0
2015,Croatia,Exports,0.0
2016,Croatia,Exports,0.0
2017,Croatia,Exports,0.0
2018,Croatia,Exports,0.0
2019,Croatia,Exports,0.0
2020,Croatia,Exports,0.0
2021,Croatia,Exports,0.0
2022,Croatia,Exports,0.0
2010,Austria,Imports,47.7576359096203
2011,Austria,Imports,51.154117778086
2012,Austria,Imports,51.1785012313079
2013,Austria,Imports,50.625120789651
2014,Austria,Imports,50.1169562048263
2015,Austria,Imports,49.3382548303838
2016,Austria,Imports,48.5756846289351
2017,Austria,Imports,50.8876917912507
2018,Austria,Imports,52.4614203877556
2019,Austria,Imports,52.128791145464
2020,Austria,Imports,48.6108163058355
2021,Austria,Imports,55.3219834500504
2022,Austria,Imports,59.3391216002942
2010,Belgium,Imports,74.14760859514
2011,Belgium,Imports,80.7963607521708
2012,Belgium,Imports,80.3415397228249
2013,Belgium,Imports,78.5264966401955
2014,Belgium,Imports,78.9822068454526
2015,Belgium,Imports,76.3872643576431
2016,Belgium,Imports,78.2354105104266
2017,Belgium,Imports,82.1434260996683
2018,Belgium,Imports,83.4151576304182
2019,Belgium,Imports,81.7690500946256
2020,Belgium,Imports,77.7337975074996
2021,Belgium,Imports,85.7757216562648
2022,Belgium,Imports,97.7457529826763
2010,Denmark,Imports,43.5770492484191
2011,Denmark,Imports,47.4256465609762
2012,Denmark,Imports,48.610476322948
2013,Denmark,Imports,48.2213220971567
2014,Denmark,Imports,47.6507769059402
2015,Denmark,Imports,48.6300540046819
2016,Denmark,Imports,46.7428482622986
2017,Denmark,Imports,47.9020131257278
2018,Denmark,Imports,50.4151919422829
2019,Denmark,Imports,51.5776463887491
2020,Denmark,Imports,48.5826383015702
2021,Denmark,Imports,52.5217141767259
2022,Denmark,Imports,58.686074322681
2010,Finland,Imports,37.0500098329462
2011,Finland,Imports,39.6791886786735
2012,Finland,Imports,40.3622218795545
2013,Finland,Imports,39.0762574576279
2014,Finland,Imports,37.6312851322155
2015,Finland,Imports,35.9755895640656
2016,Finland,Imports,36.0880478856922
2017,Finland,Imports,37.5035903509043
2018,Finland,Imports,39.7233811069896
2019,Finland,Imports,39.7247538126725
2020,Finland,Imports,35.7111049496299
2021,Finland,Imports,39.461838671317
2022,Finland,Imports,47.6437964744131
2010,France,Imports,28.0794912416196
2011,France,Imports,30.369238945981
2012,France,Imports,30.499031981938
2013,France,Imports,30.3993172078638
2014,France,Imports,30.8121120215465
2015,France,Imports,31.1590715564548
2016,France,Imports,30.852605198715
2017,France,Imports,32.0132141063066
2018,France,Imports,32.7242853866575
2019,France,Imports,32.549417775836
2020,France,Imports,29.4135952484106
2021,France,Imports,31.3909159612455
2022,France,Imports,38.1307391305829
2010,Germany,Imports,37.3031508345032
2011,Germany,Imports,40.148984986412
2012,Germany,Imports,40.2069347359679
2013,Germany,Imports,39.6601988368577
2014,Germany,Imports,39.0008300796262
2015,Germany,Imports,39.3254862566007
2016,Germany,Imports,38.6963831131131
2017,Germany,Imports,40.0741622693716
2018,Germany,Imports,41.2110119003402
2019,Germany,Imports,41.0167968997426
2020,Germany,Imports,37.3851760276969
2021,Germany,Imports,41.7122232248213
2022,Germany,Imports,48.2812996987368
2010,Greece,Imports,29.3991835466483
2011,Greece,Imports,31.3441894187165
2012,Greece,Imports,33.3187045000381
2013,Greece,Imports,32.6692940498542
2014,Greece,Imports,34.0407281266877
2015,Greece,Imports,33.1505286334271
2016,Greece,Imports,32.7317398242041
2017,Greece,Imports,36.5448541834351
2018,Greece,Imports,41.1571183136614
2019,Greece,Imports,41.7742915848291
2020,Greece,Imports,39.6823958616843
2021,Greece,Imports,48.5868992730866
2022,Greece,Imports,58.1806491173929
2010,Hungary,Imports,76.3576095594801
2011,Hungary,Imports,80.3554863056895
2012,Hungary,Imports,79.7692669882925
2013,Hungary,Imports,78.9352878466961
2014,Hungary,Imports,81.2711297802477
2015,Hungary,Imports,79.7939941049408
2016,Hungary,Imports,77.9991894310291
2017,Hungary,Imports,79.3089515487009
2018,Hungary,Imports,79.5051964069182
2019,Hungary,Imports,79.2216026672883
2020,Hungary,Imports,76.7777816531528
2021,Hungary,Imports,79.9464393622818
2022,Hungary,Imports,94.4707025323708
2010,Iceland,Imports,41.9001643585745
2011,Iceland,Imports,46.8631655185672
2012,Iceland,Imports,49.1594207494052
2013,Iceland,Imports,45.5417721088582
2014,Iceland,Imports,45.1464939440964
2015,Iceland,Imports,44.1664864636398
2016,Iceland,Imports,40.8489873389972
2017,Iceland,Imports,41.2467069499043
2018,Iceland,Imports,42.590144590526
2019,Iceland,Imports,39.1775940671913
2020,Iceland,Imports,34.7890694377332
2021,Iceland,Imports,39.4150057826111
2022,Iceland,Imports,47.0441107826692
2010,Ireland,Imports,86.6825543983235
2011,Ireland,Imports,84.5864708118457
2012,Ireland,Imports,87.0299478509115
2013,Ireland,Imports,85.2336276677793
2014,Ireland,Imports,92.1227695714258
2015,Ireland,Imports,93.3337456858251
2016,Ireland,Imports,106.042332818548
2017,Ireland,Imports,98.9870966849518
2018,Ireland,Imports,94.2914169055969
2019,Ireland,Imports,124.369851881362
2020,Ireland,Imports,114.428560857608
2021,Ireland,Imports,95.0312437424107
2022,Ireland,Imports,99.6221523388651
2010,Italy,Imports,26.932138522965
2011,Italy,Imports,28.2730589939396
2012,Italy,Imports,27.2754780086443
2013,Italy,Imports,26.2343363170751
2014,Italy,Imports,26.2132869642331
2015,Italy,Imports,26.7021937892476
2016,Italy,Imports,26.0397120675783
2017,Italy,Imports,27.8704426276557
2018,Italy,Imports,28.9499970418731
2019,Italy,Imports,28.2765604958343
2020,Italy,Imports,25.8368487939247
2021,Italy,Imports,30.4152923959238
2022,Italy,Imports,38.6903651963886
2010,Luxembourg,Imports,130.962019766895
2011,Luxembourg,Imports,139.225330437832
2012,Luxembourg,Imports,140.575047137918
2013,Luxembourg,Imports,144.15017538934
2014,Luxembourg,Imports,150.646260777047
2015,Luxembourg,Imports,159.296525319647
2016,Luxembourg,Imports,157.338775636266
2017,Luxembourg,Imports,161.046488439573
2018,Luxembourg,Imports,164.922567034797
2019,Luxembourg,Imports,173.522183780737
2020,Luxembourg,Imports,165.596791540086
2021,Luxembourg,Imports,176.68700121397
2022,Luxembourg,Imports,175.111415423983
2010,Netherlands,Imports,61.718401657105
2011,Netherlands,Imports,66.9687049767897
2012,Netherlands,Imports,69.765041365094
2013,Netherlands,Imports,69.6688535163968
2014,Netherlands,Imports,69.4758472809578
2015,Netherlands,Imports,75.1576793312541
2016,Netherlands,Imports,69.3234999724707
2017,Netherlands,Imports,72.6364431968743
2018,Netherlands,Imports,74.1397465332105
2019,Netherlands,Imports,72.7329639446286
2020,Netherlands,Imports,68.1963014575722
2021,Netherlands,Imports,72.7954223993828
2022,Netherlands,Imports,83.212882469565
2010,Norway,Imports,28.0891902856851
2011,Norway,Imports,27.9374674591422
2012,Norway,Imports,27.2114879845743
2013,Norway,Imports,28.11148305928
2014,Norway,Imports,29.4097051783555
2015,Norway,Imports,31.8566678050453
2016,Norway,Imports,33.1786709712824
2017,Norway,Imports,32.3765167676115
2018,Norway,Imports,31.7821685011468
2019,Norway,Imports,34.2548952066717
2020,Norway,Imports,33.1436412615645
2021,Norway,Imports,28.8083445325077
2022,Norway,Imports,27.3252958742707
2010,Poland,Imports,42.4618368507942
2011,Poland,Imports,44.7100070093413
2012,Poland,Imports,44.989362816922
2013,Poland,Imports,44.7984388936806
2014,Poland,Imports,46.0798611274457
2015,Poland,Imports,45.3684824498143
2016,Poland,Imports,47.2716186282683
2017,Poland,Imports,49.2255372973693
2018,Poland,Imports,50.702466863484
2019,Poland,Imports,49.4933781721763
2020,Poland,Imports,47.3332871335243
2021,Poland,Imports,54.3824692110598
2022,Poland,Imports,60.7024599416891
2010,Portugal,Imports,37.7139865308418
2011,Portugal,Imports,38.644682399142
2012,Portugal,Imports,38.2728240456527
2013,Portugal,Imports,38.5079296469449
2014,Portugal,Imports,40.0663398736754
2015,Portugal,Imports,39.8757789350306
2016,Portugal,Imports,39.0634059895101
2017,Portugal,Imports,41.7148741234948
2018,Portugal,Imports,42.9830419043532
2019,Portugal,Imports,43.0562955633461
2020,Portugal,Imports,39.190714226037
2021,Portugal,Imports,44.486466485775
2022,Portugal,Imports,52.5875781491262
2010,Slovakia,Imports,76.8925787145593
2011,Slovakia,Imports,83.6558936701812
2012,Slovakia,Imports,85.3350699790495
2013,Slovakia,Imports,87.9086772864054
2014,Slovakia,Imports,86.6334167704326
2015,Slovakia,Imports,88.5875576940972
2016,Slovakia,Imports,90.5673999658181
2017,Slovakia,Imports,92.9847860768712
2018,Slovakia,Imports,93.9681785616781
2019,Slovakia,Imports,91.5861720662496
2020,Slovakia,Imports,83.4352348546181
2021,Slovakia,Imports,92.3646378080707
2022,Slovakia,Imports,104.828343223068
2010,Spain,Imports,26.9765612109155
2011,Spain,Imports,29.2582088303504
2012,Spain,Imports,29.3899548445162
2013,Spain,Imports,29.0243632412605
2014,Spain,Imports,30.3702857231399
2015,Spain,Imports,30.5723444752396
2016,Spain,Imports,29.8774250282658
2017,Spain,Imports,31.5264965264277
2018,Spain,Imports,32.4298775853318
2019,Spain,Imports,31.966988702647
2020,Spain,Imports,29.3432225182895
2021,Spain,Imports,33.4482890055202
2022,Spain,Imports,40.1418724022461
2010,Sweden,Imports,39.5695242391316
2011,Sweden,Imports,40.5198362082725
2012,Sweden,Imports,40.2547256461647
2013,Sweden,Imports,38.2888561427337
2014,Sweden,Imports,39.6673704457852
2015,Sweden,Imports,39.957046992468
2016,Sweden,Imports,39.6291668167222
2017,Sweden,Imports,41.2000275021437
2018,Sweden,Imports,43.4481368827908
2019,Sweden,Imports,43.6246180157354
2020,Sweden,Imports,39.3637003432345
2021,Sweden,Imports,41.834772356116
2022,Sweden,Imports,50.1589515005562
2010,Switzerland,Imports,55.2274953796785
2011,Switzerland,Imports,59.1063494319767
2012,Switzerland,Imports,58.6764873286656
2013,Switzerland,Imports,61.6254947643605
2014,Switzerland,Imports,54.8761531944622
2015,Switzerland,Imports,53.3095265609995
2016,Switzerland,Imports,56.7481986207652
2017,Switzerland,Imports,57.2733172017334
2018,Switzerland,Imports,56.9503181375544
2019,Switzerland,Imports,57.1622185028615
2020,Switzerland,Imports,57.8586240702692
2021,Switzerland,Imports,59.4795150939379
2022,Switzerland,Imports,62.6969650891024
2010,United Kingdom,Imports,30.2470073760482
2011,United Kingdom,Imports,32.0645639284922
2012,United Kingdom,Imports,31.5154143520964
2013,United Kingdom,Imports,31.606310062975
2014,United Kingdom,Imports,30.4673488198314
2015,United Kingdom,Imports,29.2826957654303
2016,United Kingdom,Imports,30.6057482491531
2017,United Kingdom,Imports,32.1271189367139
2018,United Kingdom,Imports,32.7648893812488
2019,United Kingdom,Imports,32.8725470748963
2020,United Kingdom,Imports,28.878969128657
2021,United Kingdom,Imports,30.0550248739564
2022,United Kingdom,Imports,36.2003951449039
2010,Estonia,Imports,68.6289097533315
2011,Estonia,Imports,80.7881910691098
2012,Estonia,Imports,84.5521308881179
2013,Estonia,Imports,81.884663123757
2014,Estonia,Imports,78.3760403538947
2015,Estonia,Imports,73.5016918442179
2016,Estonia,Imports,73.4011606025697
2017,Estonia,Imports,71.753865414555
2018,Estonia,Imports,71.59639818265
2019,Estonia,Imports,69.8698449547386
2020,Estonia,Imports,69.1924748177065
2021,Estonia,Imports,78.6613991097561
2022,Estonia,Imports,86.0656571322315
2010,Russia,Imports,19.4331283030691
2011,Russia,Imports,19.9799659649337
2012,Russia,Imports,20.244013748167
2013,Russia,Imports,20.4418407648892
2014,Russia,Imports,20.6902786324159
2015,Russia,Imports,20.655954864066
2016,Russia,Imports,20.6636165948997
2017,Russia,Imports,20.7856585134573
2018,Russia,Imports,20.7876658721825
2019,Russia,Imports,20.9079844102229
2020,Russia,Imports,20.5599182436972
2021,Russia,Imports,0.0
2010,Slovenia,Imports,63.2166574217778
2011,Slovenia,Imports,69.0307597086091
2012,Slovenia,Imports,69.492842906118
2013,Slovenia,Imports,69.5398803988415
2014,Slovenia,Imports,69.3980069475895
2015,Slovenia,Imports,69.1471778902094
2016,Slovenia,Imports,69.0596088021838
2017,Slovenia,Imports,74.1489321833794
2018,Slovenia,Imports,76.3497282668096
2019,Slovenia,Imports,75.0998115507027
2020,Slovenia,Imports,68.4947459781915
2021,Slovenia,Imports,77.290300923461
2022,Slovenia,Imports,88.7519209780326
2010,Latvia,Imports,55.3464013118104
2011,Latvia,Imports,65.7105552362294
2012,Latvia,Imports,66.7846886045742
2013,Latvia,Imports,64.7626819804466
2014,Latvia,Imports,64.0761740067067
2015,Latvia,Imports,61.9771565553587
2016,Latvia,Imports,59.2577312874961
2017,Latvia,Imports,62.219461865291
2018,Latvia,Imports,62.1234198668595
2019,Latvia,Imports,60.473860563268
2020,Latvia,Imports,58.931720739175
2021,Latvia,Imports,67.1112913496981
2022,Latvia,Imports,76.1564502897118
2010,Lithuania,Imports,65.9450250643355
2011,Lithuania,Imports,75.566210466998
2012,Lithuania,Imports,77.6165342473285
2013,Lithuania,Imports,77.2182186328882
2014,Lithuania,Imports,70.4512167317466
2015,Lithuania,Imports,69.7746760824041
2016,Lithuania,Imports,66.8664747535935
2017,Lithuania,Imports,71.2781912344814
2018,Lithuania,Imports,73.3893753195792
2019,Lithuania,Imports,71.9950357134122
2020,Lithuania,Imports,63.8707214593456
2021,Lithuania,Imports,76.0074768389447
2022,Lithuania,Imports,89.5426505992415
2010,Croatia,Imports,0.0
2011,Croatia,Imports,0.0
2012,Croatia,Imports,0.0
2013,Croatia,Imports,0.0
2014,Croatia,Imports,0.0
2015,Croatia,Imports,0.0
2016,Croatia,Imports,0.0
2017,Croatia,Imports,0.0
2018,Croatia,Imports,0.0
2019,Croatia,Imports,0.0
2020,Croatia,Imports,0.0
2021,Croatia,Imports,0.0
2022,Croatia,Imports,0.0
2010,Austria,Population,351323.808
2011,Austria,Population,373031.477
2012,Austria,Population,391635.176
2013,Austria,Population,406370.245
2014,Austria,Population,417059.519
2015,Austria,Population,430975.924
2016,Austria,Population,460282.647
2017,Austria,Population,476590.588
2018,Austria,Population,503361.417
2019,Austria,Population,530169.037
2020,Austria,Population,510568.008
2021,Austria,Population,537014.574
2022,Austria,Population,622665.496
2010,Belgium,Population,434058.868
2011,Belgium,Population,451932.625
2012,Belgium,Population,469720.336
2013,Belgium,Population,487343.796
2014,Belgium,Population,503619.623
2015,Belgium,Population,520877.807
2016,Belgium,Population,550677.566
2017,Belgium,Population,573788.528
2018,Belgium,Population,600269.926
2019,Belgium,Population,641140.355
2020,Belgium,Population,629660.776
2021,Belgium,Population,682137.395
2022,Belgium,Population,769613.396
2010,Denmark,Population,238555.117
2011,Denmark,Population,247352.237
2012,Denmark,Population,250524.599
2013,Denmark,Population,262368.12
2014,Denmark,Population,270330.607
2015,Denmark,Population,278748.365
2016,Denmark,Population,297719.06
2017,Denmark,Population,319130.165
2018,Denmark,Population,333035.355
2019,Denmark,Population,348345.911
2020,Denmark,Population,354736.865
2021,Denmark,Population,380007.666
2022,Denmark,Population,442725.025
2010,Finland,Population,208926.59
2011,Finland,Population,220471.171
2012,Finland,Population,221285.636
2013,Finland,Population,225679.983
2014,Finland,Population,228058.636
2015,Finland,Population,232867.602
2016,Finland,Population,246928.493
2017,Finland,Population,262026.563
2018,Finland,Population,273455.993
2019,Finland,Population,286082.927
2020,Finland,Population,289224.32
2021,Finland,Population,303129.453
2022,Finland,Population,332318.393
2010,France,Population,2334557.742
2011,France,Population,2446474.544
2012,France,Population,2474005.287
2013,France,Population,2608523.504
2014,France,Population,2662032.873
2015,France,Population,2718495.127
2016,France,Population,2864105.631
2017,France,Population,2983010.673
2018,France,Population,3125379.86
2019,France,Population,3403158.941
2020,France,Population,3252531.255
2021,France,Population,3479874.481
2022,France,Population,3814783.882
2010,Germany,Population,3185267.891
2011,Germany,Population,3415019.966
2012,Germany,Population,3487234.448
2013,Germany,Population,3628559.337
2014,Germany,Population,3807114.521
2015,Germany,Population,3889081.896
2016,Germany,Population,4165169.905
2017,Germany,Population,4386729.188
2018,Germany,Population,4576056.532
2019,Germany,Population,4769328.306
2020,Germany,Population,4697130.976
2021,Germany,Population,4891842.639
2022,Germany,Population,5371318.279
2010,Greece,Population,310415.31
2011,Greece,Population,285079.561
2012,Greece,Population,275143.683
2013,Greece,Population,284949.076
2014,Greece,Population,290011.379
2015,Greece,Population,289570.644
2016,Greece,Population,296466.614
2017,Greece,Population,307636.013
2018,Greece,Population,317881.481
2019,Greece,Population,334040.54
2020,Greece,Population,304016.729
2021,Greece,Population,333014.632
2022,Greece,Population,393631.536
2010,Hungary,Population,217415.959
2011,Hungary,Population,229643.36
2012,Hungary,Population,230821.511
2013,Hungary,Population,242855.184
2014,Hungary,Population,253484.632
2015,Hungary,Population,263781.873
2016,Hungary,Population,274222.712
2017,Hungary,Population,288707.448
2018,Hungary,Population,311927.137
2019,Hungary,Population,338526.704
2020,Hungary,Population,333161.834
2021,Hungary,Population,357064.87
2022,Hungary,Population,413146.473
2010,Iceland,Population,12649.529
2011,Iceland,Population,13059.434
2012,Iceland,Population,13471.498
2013,Iceland,Population,14378.252
2014,Iceland,Population,15058.764
2015,Iceland,Population,16276.45
2016,Iceland,Population,17939.411
2017,Iceland,Population,19106.258
2018,Iceland,Population,20174.854
2019,Iceland,Population,21492.457
2020,Iceland,Population,19900.372
2021,Iceland,Population,21678.937
